ODB-ID;Gemeinde;Ort;PLZ;Strasse / Nr.;Ensemble;Objekt;publiziertes PDF;GVZ Nr.;Baujahr;Einstufung;Datum Erlass;Erlass;Eigentumsbeschränkung;Grundbucheintrag;E-Koordinate;N-Koordinate
Objekt 15845;Zürich;Zürich;8008;Kreuzbühlstrasse 36;Zürich: Herrschaftssitz «Zum Schönbühl» mit Villa, Nebengebäuden und Park;Gartenanlage;;;1838;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;16.03.1982;2684119;1246613
Objekt 3657;Zürich;Zürich;8008;Lenggstrasse 27;Zürich: Psychiatrische Universitätsklinik PUK «Burghölzli»;Gartenhaus;;261RI00834;1875;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2685252;1245395
Objekt 3528;Zürich;Zürich;8002;Scheideggstrasse 27;Zürich: Rietberg Museum Ensemble mit Parkanlage;Gartenhaus, sog. Lavaterhaus;;261EN00047;1;kantonal;;;-;;2682439;1245741
Objekt 3512;Zürich;Zürich;8006;Beckenhofstrasse 27;Zürich: Beckenhof;Gartenpavillon;;261UN00295;1740;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683267;1248760
Objekt 15484;Zürich;Zürich;8032;Steinwiesstrasse 89;Zürich: Kinderspital;Gebäude I, Oberes Haus, ehem. Infektionshaus;;261HO01462;1931;regional;;;-;;2684534;1247464
Objekt 15485;Zürich;Zürich;8032;"Hofstrasse 47; Steinwiesstrasse 75";Zürich: Kinderspital;Gebäude IV, Poliklinik;;261HO01797;1937;regional;;;-;;2684544;1247366
Objekt 1180;Zürich;Zürich;8006;Schmelzbergstrasse 10b;Zürich: Kantonsspital USZ;Gelenkbau;;261FL01355;1;kantonal;;;-;;2683975;1247934
Objekt 3490;Zürich;Zürich;8003;Aemtlerstrasse 171;Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten;Gerätehaus;;261WD01529;1904;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2680853;1247859
Objekt 3643;Zürich;Zürich;8001;"Waldmannstrasse 6; Waldmannstrasse 6a";Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse;Geschäftshaus;;261AA00969;1887;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683691;1247004
Objekt 3637;Zürich;Zürich;8001;Rämistrasse 35;Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse;Geschäftshaus;;261AA00962;1885;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;18.06.1990;2683765;1247050
Objekt 3632;Zürich;Zürich;8001;Rämistrasse 25;Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse;Geschäftshaus;;261AA00978;1887;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;26.06.1990;2683727;1246996
Objekt 3644;Zürich;Zürich;8001;"Waldmannstrasse 8; Waldmannstrasse 8a";Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse;Geschäftshaus;;261AA00970;1886;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683685;1247012
Objekt 3638;Zürich;Zürich;8001;Rämistrasse 37;Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse;Geschäftshaus;;261AA00961;1885;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;18.06.1990;2683773;1247063
Objekt 3633;Zürich;Zürich;8001;Rämistrasse 27;Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse;Geschäftshaus;;261AA00973;1886;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683733;1247003
Objekt 3639;Zürich;Zürich;8001;Rämistrasse 39;Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse;Geschäftshaus;;261AA00977;1888;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683779;1247079
Objekt 3634;Zürich;Zürich;8001;Rämistrasse 29;Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse;Geschäftshaus;;261AA00974;1886;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683737;1247008
Objekt 3640;Zürich;Zürich;8001;"Waldmannstrasse 10; Waldmannstrasse 10a";Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse;Geschäftshaus;;261AA00971;1886;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683680;1247020
Objekt 3635;Zürich;Zürich;8001;Rämistrasse 31;Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse;Geschäftshaus;;261AA00975;1886;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;25.07.1990;2683743;1247016
Objekt 3630;Zürich;Zürich;8001;Rämistrasse 23;Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse;Geschäftshaus;;261AA00984;1889;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;19.09.1978;2683714;1246985
Objekt 3642;Zürich;Zürich;8001;Waldmannstrasse 4;Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse;Geschäftshaus;;261AA00968;1887;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683696;1246996
Objekt 3505;Zürich;Zürich;8001;Bahnhofstrasse 30;Zürich: «Leuenhof» und «St. Peterhof»;Geschäftshaus St. Peterhof «Seiden Grieder»;;261AA01865;1912~1913;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683123;1247207
Objekt 3460;Zürich;Zürich;8004;"Badenerstrasse 16; Badenerstrasse 18";Zürich: Zett-Haus;Geschäftshaus mit Kino Badenerstrasse 16/18;;261AU04477;1930;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2682473;1247562
Objekt 3504;Zürich;Zürich;8001;Uraniastrasse 9;Zürich: Amtshäuser I-IV/Sternwarte «Urania» mit Geschäftshaus;Geschäftshaus mit Sternwarte «Urania»;;261AA01850;1905~1907;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;25.10.1989;2683134;1247646
Objekt 3482;Zürich;Zürich;8001;"Börsenstrasse 10; Fraumünsterstrasse 12; Fraumünsterstrasse 14; Stadthausquai 11; Stadthausquai 13";;Geschäftshaus «Metropol»;;261AA01824;1894;regional;27.04.2006;BDV Nr. 3020/2006, RRB Nr. 3048/1981 Liste Stadt Zürich vom 12.08.1981;ÖREB;30.06.2008;2683300;1246977
Objekt 3675;Zürich;Zürich;8002;Mythenquai 60;Zürich: Swiss RE Schweizerische Rückversicherung;Geschäftshaus «Schweizerische Rückversicherung»;;261EN01136;1911~1931;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2682821;1245953
Objekt 14915;Zürich;Zürich;8044;Zürichbergstrasse 71;Zürich: Vorderberg Fluntern;Gesellenhaus;;261FL00031;1600;-;;;PD;25.09.1969;2684644;1247857
Objekt 3664;Zürich;Zürich;8001;"Limmatquai 42; Rüdenplatz 1";;Gesellschaftshaus «Zum Rüden»;;261AA00244;1295~1662;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683429;1247251
Objekt 3592;Zürich;Zürich;8001;"Limmatquai 64; Limmatquai 66";;Gesellschaftshaus «Zum Schneggen»;;261AA00467;1866;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;06.11.2014;2683404;1247407
Objekt 3607;Zürich;Zürich;8001;Florhofgasse 12;Zürich: Rechberg;Gewächshaus;;261AA00886;1889;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683805;1247491
Objekt 3529;Zürich;Zürich;8002;"Gablerstrasse 3; Gablerstrasse 3a";Zürich: Rietberg Museum Ensemble mit Parkanlage;Gewächshaus;;261EN00097;1857;kantonal;;;-;;2682515;1245964
Objekt 7366;Zürich;Zürich;8002;Joachim Hefti-Weg 6;Zürich: Rietberg Museum Ensemble mit Parkanlage;Gewächshaus der Villa Schönberg;;261EN00600;1891;kantonal;;;-;;2682400;1246025
Objekt 3491;Zürich;Zürich;8003;Aemtlerstrasse 173;Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten;Gewächshaus, sog. «Überwinterungshalle»;;261WD00531;1880;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2680835;1247845
Objekt 8211;Zürich;Zürich;8050;Auwiesenstrasse 74 bei;;Glattbrücke;;;1855;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2685169;1251972
Objekt 8312;Zürich;Zürich;8005;Neugasse 145 bei;Zürich: «Lokomotivremise G»;Gleisharfen;;;1925~1927;regional;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2681783;1248758
Objekt 11700;Zürich;Zürich;8004;Hardstrasse 86;Zürich: Kath. Kirche St. Felix u. Regula, Pfarrhaus und Kirchgemeindehaus;Glockenturm;;261AU00502;1951;regional;;;-;;2681176;1248383
Objekt 3830;Zürich;Zürich;8001;St. Peterhofstatt 1a;Zürich: Kirche, ref. St. Peter;Glockenturm St. Peter;;261AA01600;1200~1505;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;12.08.1983;2683258;1247285
Objekt 3681;Zürich;Zürich;8001;Neumarkt 27;;Goldener Winkel, Geburtshaus Gottfried Keller;;261AA00820;1426;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683674;1247521
Objekt 3654;Zürich;Zürich;8032;"Kurhausstrasse 65; Kurhausstrasse 69; Kurhausstrasse 77; Kurhausstrasse 81; Kurhausstrasse 47; Kurhausstrasse 71a; Kurhausstrasse 87; Kurhausstrasse 91; Kurhausstrasse 93";;Grand Hotel «Dolder»;;261HO00939;1899~2008;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;08.01.2009;2685685;1247510
Objekt 3688;Zürich;Zürich;8001;"Pelikanstrasse 40; Pelikanstrasse 42";Zürich: Ehem. Botanischer Garten und Bollwerk «Zur Katz»;Grosses Gewächshaus;;261AA01577;1837~1838;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2682761;1247235
Objekt 3513;Zürich;Zürich;8006;Beckenhofstrasse 35;Zürich: Beckenhof;Grosses Herrenhaus;;261UN00036;1740;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;29.08.1984;2683241;1248822
Objekt 7376;Zürich;Zürich;8001;"Kirchgasse 11; Kirchgasse 13; Zwingliplatz 4; Zwingliplatz 5; Kirchgasse 15";Zürich: Helferei Grossmünster;Grossmünsterkapelle;;261AA00178;1250~1860;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;18.05.2015;2683548;1247193
Objekt 3489;Zürich;Zürich;8003;Aemtlerstrasse 197;Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten;Gärtnerhaus;;261WD01478;1902;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2680791;1247918
Objekt 3494;Zürich;Zürich;8003;Albisriederstrasse 31;Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten;Gärtnerwohnhaus;;261WD01989;1917;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2680697;1247939
Objekt 4219;Zürich;Zürich;8038;Seestrasse 313a;Zürich: Bahnhof Zürich Wollishofen;Güterschuppen;;261WO01100;1928;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2682724;1244736
Objekt 1282;Zürich;Zürich;8041;;Zürich/Kilchberg (ZH): Sperrstelle 5097;Halbzugsunterstand A04806;;;1;regional;;;-;;2681251;1243405
Objekt 3627;Zürich;Zürich;8005;Hardturmstrasse 128;;Hardturm;;261AU00052;1336~1693;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;26.01.1993;2681167;1249794
Objekt 7371;Zürich;Zürich;8008;Kreuzbühlstrasse 36;Zürich: Herrschaftssitz «Zum Schönbühl» mit Villa, Nebengebäuden und Park;Hauptgebäude;;261RI00277;1838;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;16.03.1982;2684139;1246642
Objekt 3701;Zürich;Zürich;8001;Schanzengasse 20;Zürich: Villa Falkenstein;Hauptgebäude;;261HO00373;1866;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;15.07.1981;2683962;1246897
Objekt 3658;Zürich;Zürich;8008;Lenggstrasse 31;Zürich: Psychiatrische Universitätsklinik PUK «Burghölzli»;Hauptgebäude;;261RI00724;1864~1870;kantonal;;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2685519;1245258
Objekt 3614;Zürich;Zürich;8004;"Kasernenstrasse 49; Militärstrasse 3";Zürich: Kasernenareal;Hauptgebäude;;261AU00730;1873~1876;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2682648;1247760
Objekt 3842;Zürich;Zürich;8001;Winkelwiese 4;Zürich: Villa Tobler;Hauptgebäude;;261AA00852;1853~1901;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683699;1247187
Objekt 3560;Zürich;Zürich;"8006; 8032";"Gloriastrasse 12; Plattenstrasse 11";"Zürich: Universität Zürich; Zürich: Zahnärztliches Institut der Universität Zürich?(seit 1994: Zentrum für Zahnmedizin ZZM)";Hauptgebäude von 1960;;261FL00763;1960;regional;;;-;;2684162;1247688
Objekt 8141;Zürich;Zürich;8004;"Remisenstrasse 17; Remisenstrasse 15";Zürich: «Depot F»;Hauptgebäude «Depot F»;;261AU02834;1899;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2681934;1248489
Objekt 3852;Zürich;Zürich;8032;"Zürichbergstrasse 2; Zürichbergstrasse 8";Zürich: Universität Zürich;Hauptgebäude, heute romanisches Seminar;;261HO01264;1865~1867;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2684038;1247492
Objekt 3667;Zürich;Zürich;8001;Limmatquai 61;;Hauptwache;;261AA00692;1824;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683387;1247371
Objekt 3680;Zürich;Zürich;8001;Neumarkt 7;"Zürich: Zunfthaus ?Zur Schuhmachern? mit Bilgeriturm, Haus Zum Adlerberg; Zürich: Neumarkttheater/Zunfthaus Zur Schuhmachern";Haus Zum Adlerberg;;261AA00315;1309;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683630;1247465
Objekt 3678;Zürich;Zürich;8001;Neumarkt 4;;Haus Zum unteren Rech;;261AA00293;1437;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;03.08.1977;2683615;1247429
Objekt 3668;Zürich;Zürich;8001;Limmatquai 62;;Haus der Museumsgesellschaft;;261AA00468;1867~1967;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;24.04.2018;2683404;1247381
Objekt 3591;Zürich;Zürich;8001;"Hirschengraben 20; Hirschengraben 18a; Hirschengraben 20a";;Haus zum Kiel;;261AA00682;1716;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683727;1247244
Objekt 3687;Zürich;Zürich;8001;"Pelikanplatz 5; Talacker 29; Talacker 29a";;Haus «Zum Grossen Pelikan»;;261AA01236;1675~1682;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2682903;1247260
Objekt 3508;Zürich;Zürich;8001;Bahnhofstrasse 69a;Zürich: Geschäftshaus «Zur Trülle»;Hausteil;;261AA01836;1898;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;24.04.2007;2683050;1247619
Objekt 3507;Zürich;Zürich;8001;Bahnhofstrasse 69;Zürich: Geschäftshaus «Zur Trülle»;Hausteil;;261AA01544;1898;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;04.02.2008;2683046;1247608
Objekt 3827;Zürich;Zürich;8001;Spiegelgasse 29;Zürich: Grimmenturm;Hausteil 1;;261AA00268;1230;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683593;1247411
Objekt 3828;Zürich;Zürich;8001;"Spiegelgasse 29; Spiegelgasse 31";Zürich: Grimmenturm;Hausteil 2;;261AA00291;1230;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683599;1247421
Objekt 14536;Zürich;Zürich;8032;Asylstrasse 70;;Hausteil Asylstrasse 70;;261HO00893;1896;-;;;PD;24.08.2006;2684766;1246883
Objekt 15844;Zürich;Zürich;8006;Turnerstrasse 10;Zürich: Doppelwohnhaus Turnerstrasse;Hausteil Nord;;261UN01011;1916;-;;;PD;28.03.1994;2683501;1248716
Objekt 3461;Zürich;Zürich;8004;Rebgasse 8;Zürich: Zett-Haus;Hausteil Rebgasse 8;;261AU00155;1930;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich, kantonal nur Hausteil Rebgasse 8;-;;2682483;1247609
Objekt 7027;Zürich;Zürich;8005;Viaduktstrasse 21 bei;Zürich: Wipkinger Viadukt;Hausteinbögen mit Strassenunterführungen;;;1891~1894;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2681941;1249017
Objekt 8212;Zürich;Zürich;8005;Viaduktstrasse 97 bei;Zürich: Lettenviadukt;Hausteinbögen und Strassenunterführungen;;;1891~1894;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2681974;1249025
Objekt 3628;Zürich;Zürich;8001;"Hechtplatz 7; Limmatquai 6";;Hechttheater Kaufbuden;;261AA01158;1835;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683544;1246975
Objekt 8172;Zürich;Zürich;8048;Badenerstrasse 830 bei;Zürich/Schlieren: «Schnellgut-Stammbahnhof» Zürich Altstetten;Hermetschloobrücke;;;1974~1976;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2678121;1249949
Objekt 3651;Zürich;Zürich;8001;Künstlergasse 15;"Zürich: Stockargut und Gartenpavillon mit Gartenanlage; Zürich: Stockargut";Herrschaftshaus;;261AA00664;1630~1635;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683734;1247689
Objekt 3647;Zürich;Zürich;8001;"Hirschengraben 56; Hirschengraben 58; Hirschengraben 60";;Herrschaftssitz «Zum kleinen Neuberg» mit Ökonomiegebäude;;261AA00662;1733;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683640;1247702
Objekt 3498;Zürich;Zürich;8005;"Ausstellungsstrasse 60; Sihlquai 87; Ausstellungsstrasse 44";;Hochschule für Gestaltung und Kunst Zürich (HGKZ), ehem. Kunstgewerbeschule und Museum für Gestaltung;;261AU04468;1930~1933;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2682834;1248580
Objekt 3631;Zürich;Zürich;8001;Hirschengraben 3;Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse;Hof;;;1887;regional;12.08.1981;RRB Nr. 3048/1981 Liste, BDV Nr. 0847/2017;-;;2683763;1247102
Objekt 3608;Zürich;Zürich;8001;Hirschengraben 40 bei;Zürich: Rechberg;Hofbrunnen und Gartenaufgang;;;1770;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683805;1247520
Objekt 3841;Zürich;Zürich;8001;Winkelwiese 4;Zürich: Villa Tobler;Hofraum und Gartenanlage;;;1853~1913;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683671;1247192
Objekt 1695;Zürich;Zürich;8048;Hohlstrasse 438;Zürich: Hauptwerkstätten;Holzlagerschuppen, sogenannte «Elsässer Halle»;;261AU01231;1905~1910;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2680023;1249138
Objekt 1699;Zürich;Zürich;8048;Hohlstrasse 430;Zürich: Hauptwerkstätten;Holztrocknerei;;261AU03368;1911;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2680123;1249101
Objekt 3835;Zürich;Zürich;8008;Utoquai 45;;Hotel Eden au Lac;;261RI01680;1908;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;29.05.1981;2683749;1246357
Objekt 3567;Zürich;Zürich;8006;Gloriastrasse 29;Zürich: Kantonsspital USZ;Hörsaaltrakt;;261FL01387;1950;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2684062;1247900
Objekt 1283;Zürich;Zürich;8041;;Zürich/Kilchberg (ZH): Sperrstelle 5097;Infanteriewerk A04807;;;1;regional;;;-;;2681846;1243310
Objekt 1284;Zürich;Zürich;8041;;Zürich/Kilchberg (ZH): Sperrstelle 5097;Infanteriewerk A04808;;;1;regional;;;-;;2681861;1243315
Objekt 1285;Zürich;Zürich;8041;;Zürich/Kilchberg (ZH): Sperrstelle 5097;Infanteriewerk A04809;;;1;regional;;;-;;2681886;1243335
Objekt 1286;Zürich;Zürich;8041;;Zürich/Kilchberg (ZH): Sperrstelle 5097;Infanteriewerk A04810;;;1;regional;;;-;;2681911;1243300
Objekt 1287;Zürich;Zürich;8041;;Zürich/Kilchberg (ZH): Sperrstelle 5097;Infanteriewerk A04811;;;1;regional;;;-;;2681966;1243240
Objekt 1288;Zürich;Zürich;8041;;Zürich/Kilchberg (ZH): Sperrstelle 5097;Infanteriewerk A04812;;;1;regional;;;-;;2681971;1243210
Objekt 1301;Zürich;Zürich;8001;;Zürich: Sperrstelle 6090;Infanteriewerk A04844;;;1;kantonal;;;-;;2683326;1246805
Objekt 1302;Zürich;Zürich;8005;;Zürich: Sperrstelle 6090;Infanteriewerk A04856;;;1;regional;;;-;;2682336;1249170
Objekt 1303;Zürich;Zürich;8005;;Zürich: Sperrstelle 6090;Infanteriewerk A04857;;;1;regional;;;-;;2682331;1249180
Objekt 1304;Zürich;Zürich;8005;Sihlquai 284;Zürich: Sperrstelle 6090;Infanteriewerk A04858;;;1;regional;;;-;;2682224;1249310
Objekt 1305;Zürich;Zürich;8005;;Zürich: Sperrstelle 6090;Infanteriewerk A04862;;;1;regional;;;-;;2681381;1248775
Objekt 15688;Zürich;Zürich;8032;Freiestrasse 36;Zürich: Universität Zürich;Institut für Erziehungswissenschaft;;261HO00696;1969;regional;;;-;;2684253;1247279
Objekt 3573;Zürich;Zürich;8006;"Rämistrasse 98; Rämistrasse 100";Zürich: Kantonsspital USZ;Kantons- und Universitätsspital Hauptgebäude;;261FL01380;1943~1953;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683879;1247870
Objekt 3682;Zürich;Zürich;8001;"Neumühlequai 10; Neumühlequai 12; Neumühlequai 8; Stampfenbachstrasse 17; Stampfenbachstrasse 19; Walcheplatz 4";Zürich: Kantonale Verwaltung, Zentralverwaltung;Kaspar Escher Haus;;261AA00966;1911;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683390;1248089
Objekt 7367;Zürich;Zürich;8004;Hirzelstrasse 16;Zürich: Kath. Kirche St. Felix u. Regula, Pfarrhaus und Kirchgemeindehaus;Kath. Kirche St. Felix u. Regula;;261AU00300;1950;regional;;;-;;2681177;1248359
Objekt 3838;Zürich;Zürich;8006;Weinbergstrasse 32;;Kath. Liebfrauenkirche;;261UN00519;1894;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;17.01.1984;2683536;1248237
Objekt 12406;Zürich;Zürich;8051;"Stettbachstrasse 51; Stettbachweg 8";;Kehlhof. Wohnhaus mit Scheune;;261SW00026;1953;regional;;;-;;2685665;1250924
Objekt 3544;Zürich;Zürich;8055;"Goldbrunnenstrasse 54; Goldbrunnenstrasse 52";;Kirche Bühl, ref.;;261WD01122;1895;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;04.12.1984;2681423;1246890
Objekt 3472;Zürich;Zürich;8002;Bürglistrasse 15;Zürich: ref. Kirchgemeinde Enge;Kirche Enge, ref.;;261EN00677;1891~1894;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2682405;1246318
Objekt 3823;Zürich;Zürich;8052;Seebacherstrasse 3;;Kirche, kath. Maria Lourdes mit Pfarrhaus und Kirchgemeindezentrum;;261SE00940;1935;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;04.07.1985;2683657;1252690
Objekt 3677;Zürich;Zürich;8032;Neptunstrasse 68;;Kirche, kath. St. Antonius;;261HO01176;1908;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;10.02.1984;2684502;1246694
Objekt 3839;Zürich;Zürich;8004;Werdstrasse 63;;Kirche, kath. St. Peter und Paul;;261AU00678;1873~1896;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;20.05.1981;2682245;1247408
Objekt 3694;Zürich;Zürich;8001;Predigerplatz 1;Zürich: Predigerkirche/Predigerchor;Kirche, ref.;;261AA00590;1268~1900;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;24.02.1994;2683604;1247589
Objekt 3535;Zürich;Zürich;8044;Gellertstrasse 1;Zürich: ref. Kirchgemeinde Fluntern;Kirche, ref.;;261FL00742;1918~1920;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2684439;1247964
Objekt 3545;Zürich;Zürich;8001;"Grossmünsterplatz 4; Zwingliplatz 7";Zürich: Kirche, ref. Grossmünster;Kirche, ref. Grossmünster;;261AA01164;1100~1220;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683490;1247173
Objekt 12916;Zürich;Zürich;8004;Stauffacherstrasse 34;;Kirche, ref. St. Jakob;;261AU02927;1900~1901;regional;;;PD;25.02.1994;2682364;1247572
Objekt 3829;Zürich;Zürich;8001;St. Peterhofstatt 1;Zürich: Kirche, ref. St. Peter;Kirchenschiff St. Peter;;261AA01926;1706;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;03.07.1980;2683228;1247291
Objekt 8341;Zürich;Zürich;8004;"Hirzelstrasse 18; Hirzelstrasse 20; Hirzelstrasse 22";Zürich: Kath. Kirche St. Felix u. Regula, Pfarrhaus und Kirchgemeindehaus;Kirchgemeindehaus;;261AU00300;1968;regional;;;-;;2681196;1248325
Objekt 15840;Zürich;Zürich;8001;"Zwingliplatz 5; Kirchgasse 11; Kirchgasse 13; Kirchgasse 15";Zürich: Helferei Grossmünster;Kirchgemeindezentrum;;261AA00178;1250~1860;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;18.05.2015;2683573;1247196
Objekt 3511;Zürich;Zürich;8006;Beckenhofstrasse 33;Zürich: Beckenhof;Kleines Herrenhaus;;261UN00282;1705~1706;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683268;1248829
